name_lower	name	canonical	known_chain	count
one hour martinizing	One Hour Martinizing			6
motokros	Motokros			6
achillion	Achillion			6
rollins school	Rollins School			6
wagner school (historical)	Wagner School (historical)			6
lazuli	Lazuli			6
place des martyrs	Place des Martyrs			6
love chapel	Love Chapel			6
metzgerei königsbauer	Metzgerei Königsbauer			6
porte de ville	Porte de Ville			6
sucrerie	Sucrerie			6
franziskusheim	Franziskusheim			6
zavarovalnica maribor	Zavarovalnica Maribor			6
rima	Rima			6
jeans center	Jeans Center			6
barry school	Barry School			6
takarékszövetkezet és atm	Takarékszövetkezet és ATM			6
probostwo	probostwo			6
new gym	New Gym			6
автоматическая мойка	Автоматическая мойка			6
quisisana	Quisisana			6
vine hill school	Vine Hill School			6
продовольственный мир	Продовольственный мир			6
community banks of colorado	Community Banks of Colorado			6
света богородица	Света Богородица			6
sophie-von-harder-schule	Sophie-von-Harder-Schule			6
centro convenienza	Centro Convenienza			6
toilettenhaus	Toilettenhaus			6
m pesa shop	M pesa shop			6
модэкс	Модэкс			6
hudson city savings bank	Hudson City Savings Bank			6
m棟	M棟			6
cinecity	CineCity			6
худаг	Худаг			6
las casitas	Las Casitas			6
keystone school	Keystone School			6
三浦屋	三浦屋			6
enterprise car sales	Enterprise Car Sales			6
iglesia perpetuo socorro	Iglesia Perpetuo Socorro			6
pentania	Pentania			6
mountain valley school (historical)	Mountain Valley School (historical)			6
seri malaysia	Seri Malaysia			6
delfines	Delfines			6
garfield high school	Garfield High School			6
murg	Murg			6
poplar school (historical)	Poplar School (historical)			6
детский сад №382	Детский сад №382			6
mcdonald''s	McDonald''s			6
энергоцех	Энергоцех			6
parkschlößchen	Parkschlößchen			6
dp marketi	DP Marketi			6
kohlwald	Kohlwald			6
darou salam	Darou Salam			6
하얀성모텔 (hayanseong motel)	하얀성모텔 (Hayanseong Motel)			6
viola cemetery	Viola Cemetery			6
dollar mart	Dollar Mart			6
sameep	SAMEEP			6
karg	Karg			6
gudrun sjödén	Gudrun Sjödén			6
boutiques	BOUTIQUES			6
mother	Mother			6
ray's outdoors	Ray's Outdoors			6
rosemont baptist church	Rosemont Baptist Church			6
retreat house	Retreat House			6
the tea house	The Tea House			6
area puskesmas baing	Area Puskesmas Baing			6
stoa	Stoa			6
castle primary school	Castle Primary School			6
k&u bäckerei gmbh	K&U Bäckerei GmbH			6
pear tree house	Pear Tree House			6
elgrad	Elgrad			6
planalto	Planalto			6
ricco	Ricco			6
cimitirul nou	Cimitirul nou			6
малышево	Малышево			6
kimberly clark	Kimberly Clark			6
dammühle	Dammühle			6
cava di ghiaia	Cava di ghiaia			6
istituto magistrale	Istituto Magistrale			6
brunswick post office	Brunswick Post Office			6
juanjo	Juanjo			6
binh minh	Binh Minh			6
grădinița nr. 3	Grădinița Nr. 3			6
지성한의원 (jiseong oriental medicine clinic)	지성한의원 (Jiseong Oriental Medicine Clinic)			6
buxton hall court	Buxton Hall Court			6
mu	mu			6
eagle bar	Eagle Bar			6
rothirsche	Rothirsche			6
roberto cuellar garcia	Roberto Cuellar Garcia			6
krystyna	Krystyna			6
дом и сад	Дом и Сад			6
residencia 3ª edad	Residencia 3ª Edad			6
physical sciences building	Physical Sciences Building			6
country bible church	Country Bible Church			6
barker school	Barker School			6
dennenhof	Dennenhof			6
fried chicken	Fried Chicken			6
showcase cinema	Showcase Cinema			6
bicicletas	Bicicletas			6
фитнес клуб	Фитнес клуб			6
белоруснефть №35	Белоруснефть №35			6
aloe	Aloe			6
maison kayser	Maison Kayser			6
chamberlain house	Chamberlain House			6
городской исполнительный комитет	Городской исполнительный комитет			6
ammann	Ammann			6
park stores	Park Stores			6
кронос	Кронос			6
marsol	Marsol			6
корпус 13	Корпус 13			6
kiosken	Kiosken			6
кс-банк	КС-Банк			6
hawkins park	Hawkins Park			6
trelleborg	Trelleborg			6
kristina's	Kristina's			6
детский сад №172	Детский сад №172			6
детский сад №170	Детский сад №170			6
детский сад №178	Детский сад №178			6
saint cecilia church	Saint Cecilia Church			6
porras	Porras			6
busy	BUSY			6
ginza sushi	Ginza Sushi			6
new york bagel	New York Bagel			6
rheingauer volksbank	Rheingauer Volksbank			6
昭和郵便局	昭和郵便局			6
plac tadeusza kościuszki	Plac Tadeusza Kościuszki			6
ash grove church	Ash Grove Church			6
flyeralarm	Flyeralarm			6
burgerhaus	Burgerhaus			6
surau nurul iman	Surau Nurul Iman			6
beautique	Beautique			6
motorcycle repair	Motorcycle Repair			6
moonraker	Moonraker			6
anatomi	Anatomi			6
circus circus	Circus Circus			6
старая прага	Старая Прага			6
teachers quarter	Teachers Quarter			6
the men's room	The Men's Room			6
scotchman's creek linear park	Scotchman's Creek Linear Park			6
nouzová plocha	Nouzová plocha			6
whitworth cemetery	Whitworth Cemetery			6
marathon sports	Marathon Sports			6
psb-mrówka	PSB-Mrówka			6
menkind	MenKind			6
brentwood middle school	Brentwood Middle School			6
화이트치과의원 (white dental clinic)	화이트치과의원 (White Dental Clinic)			6
école élémentaire louise michel	École élémentaire Louise Michel			6
valle del sol	Valle del Sol			6
протектор	Протектор			6
hudební nástroje	Hudební nástroje			6
pinehurst cemetery	Pinehurst Cemetery			6
royal quays outlet centre	Royal Quays Outlet Centre			6
eggert	Eggert			6
les korrigans	Les Korrigans			6
baboon college	BABOON COLLEGE			6
iturbidea	Iturbidea			6
tom tailor kids	Tom Tailor Kids			6
unidas	Unidas			6
marks&spencer	Marks&Spencer			6
полтинник	Полтинник			6
notkirche	Notkirche			6
sest/senat	SEST/SENAT			6
hering store	Hering Store			6
명한의원 (myeong oriental medicine clinic)	명한의원 (Myeong Oriental Medicine Clinic)			6
neighborhood services organization	Neighborhood Services Organization			6
de levensbron	De Levensbron			6
本町児童遊園	本町児童遊園			6
cochran school	Cochran School			6
городская	Городская			6
main event	Main Event			6
六花亭	六花亭			6
rta	RTA			6
villa martha	Villa Martha			6
taman udayana	Taman Udayana			6
lakeside lodge	Lakeside Lodge			6
lindberg school	Lindberg School			6
ключ здоров'я	Ключ здоров'я			6
seepavillon	Seepavillon			6
biblioteka główna	Biblioteka Główna			6
scuola primaria e secondaria	Scuola primaria e secondaria			6
faith wesleyan church	Faith Wesleyan Church			6
millstream	Millstream			6
bar la estación	Bar La Estación			6
blue eagle mine	Blue Eagle Mine			6
herc	Herc			6
gesù buon pastore	Gesù Buon Pastore			6
villa christina	Villa Christina			6
школа - интернат	Школа - интернат			6
ocean hotel	Ocean Hotel			6
hawthorn house	Hawthorn House			6
ponte visconteo	Ponte Visconteo			6
6410	6410			6
městské divadlo	Městské divadlo			6
резон	Резон			6
marienbild	Marienbild			6
the wellington arms	The Wellington Arms			6
un look pour tous	Un Look Pour Tous			6
presbytarian church	Presbytarian Church			6
garde national	Garde National			6
sales center	Sales Center			6
st matthews anglican church	St Matthews Anglican Church			6
sugar factory	Sugar Factory			6
樹林	樹林			6
sandy creek park	Sandy Creek Park			6
sanitär	Sanitär			6
kolonia	Kolonia			6
почтовое отделение №90	Почтовое отделение №90			6
муниципалитет	Муниципалитет			6
mcadams cemetery	McAdams Cemetery			6
kiskocsma	Kiskocsma			6
vidrieria	Vidrieria			6
cedarvale cemetery	Cedarvale Cemetery			6
либідь	Либідь			6
eglise maranatha	Eglise Maranatha			6
kartoffeln	Kartoffeln			6
fountain square	Fountain Square			6
express service	Express Service			6
terrain 2	Terrain 2			6
domayne	Domayne			6
oázis presszó	Oázis presszó			6
jour	Jour			6
teren basket	Teren basket			6
بوستان فدک	بوستان فدک			6
brooks church	Brooks Church			6
надин	Надин			6
pizzeria marco	Pizzeria Marco			6
look coiffure	Look Coiffure			6
les chalets de la ramoure	Les chalets de la Ramoure			6
хорошая	Хорошая			6
belle arti	Belle Arti			6
"gasthof ""zur linde"""	"Gasthof ""Zur Linde"""			6
путь к себе	Путь к себе			6
mazzio's pizza	Mazzio's Pizza			6
halle h	Halle H			6
halle c	Halle C			6
halle d	Halle D			6
halle g	Halle G			6
smpn 5 trenggalek	SMPN 5 TRENGGALEK			6
volvo penta	Volvo Penta			6
hôpital militaire	Hôpital Militaire			6
das boot	Das Boot			6
eurobike	Eurobike			6
hala produkcyjna	Hala Produkcyjna			6
piscinas cubiertas	Piscinas Cubiertas			6
いせや	いせや			6
getränke markt	Getränke Markt			6
фиджи	Фиджи			6
protected ochard	protected ochard			6
үйлчилгээний төв	Үйлчилгээний төв			6
blow	Blow			6
上野幼稚園	上野幼稚園			6
headwork	Headwork			6
egge	Egge			6
chapelle du château	Chapelle du Château			6
7ο δημοτικό σχολείο	7ο Δημοτικό Σχολείο			6
extraspace storage	ExtraSpace Storage			6
arena hotel	Arena Hotel			6
saint mary's hall	Saint Mary's Hall			6
holy trinity elementary school	Holy Trinity Elementary School			6
china merchants bank	China Merchants Bank			6
anglerbedarf	Anglerbedarf			6
дворец искусств	Дворец искусств			6
indian nights	Indian Nights			6
old stone cemetery	Old Stone Cemetery			6
klinger	Klinger			6
teatro lope de vega	Teatro Lope de Vega			6
multimarcas	Multimarcas			6
10th hole	10th Hole			6
галерея красоты	Галерея красоты			6
أن أس جي بي	أن أس جي بي			6
17th - ocean course	17th - Ocean Course			6
west hill wildlife management area	West Hill Wildlife Management Area			6
iglesia san salvador	Iglesia San Salvador			6
palazzina 7	Palazzina 7			6
laburnum cottage	Laburnum Cottage			6
museo de arte colonial	Museo de Arte Colonial			6
são luiz	São Luiz			6
hospira	Hospira			6
pemukiman warga	Pemukiman Warga			6
paper plus	Paper Plus			6
engineering hall	Engineering Hall			6
ayumi books	Ayumi books			6
josefs kapelle	Josefs Kapelle			6
albertsons market	Albertsons Market			6
nyamirama primary school	Nyamirama Primary School			6
mini hotel	Mini Hotel			6
thomas cook travel shop	Thomas Cook Travel Shop			6
la regina	La Regina			6
moonshine	Moonshine			6
veterans affairs medical center	Veterans Affairs Medical Center			6
svm	SVM			6
benteng pendem	benteng pendem			6
st michael and all angels' church	St Michael and All Angels' Church			6
富岡保育園	富岡保育園			6
lawrence fire department	Lawrence Fire Department			6
이사마트 (isa mart)	이사마트 (Isa Mart)			6
caixa geral depósitos	Caixa Geral Depósitos			6
дитяча стоматологічна поліклініка	Дитяча стоматологічна поліклініка			6
kindertagesstätte st. josef	Kindertagesstätte St. Josef			6
ジャイアントストア	ジャイアントストア			6
sint jozefhof	Sint Jozefhof			6
bagno	Bagno			6
st. john's chapel	St. John's Chapel			6
laguna blu	Laguna Blu			6
bar des halles	Bar des Halles			6
beaufort arms	Beaufort Arms			6
татарка	Татарка			6
johannes-kepler-realschule	Johannes-Kepler-Realschule			6
days	Days			6
happy fit	Happy Fit			6
talleres alianza	Talleres Alianza			6
dump station	Dump Station			6
youngs school (historical)	Youngs School (historical)			6
die alm	Die Alm			6
кнс-3	КНС-3			6
himalayan restaurant	Himalayan Restaurant			6
morpheus	Morpheus			6
橋本病院	橋本病院			6
el paisano	El Paisano			6
vv bennekom	VV Bennekom			6
brandon	Brandon			6
phenicia	Phenicia			6
calabrese	Calabrese			6
oriental star	Oriental Star			6
clouds	Clouds			6
mill field	Mill Field			6
розовый	Розовый			6
oficina de turisme	Oficina de Turisme			6
eiskaffee	Eiskaffee			6
bestattungen	Bestattungen			6
серебрянка	Серебрянка			6
idee.	idee.			6
особливий	Особливий			6
golden plaice	Golden Plaice			6
white star	White Star			6
grace point church	Grace Point Church			6
chichi	Chichi			6
경산경찰서 (gyeongsan police station)	경산경찰서 (Gyeongsan Police Station)			6
rockaberry	Rockaberry			6
bigolin	Bigolin			6
kaple panny marie pomocné	Kaple Panny Marie Pomocné			6
volksbank heilbronn	Volksbank Heilbronn			6
la goélette	La Goélette			6
chapel hill memorial gardens	Chapel Hill Memorial Gardens			6
johannes de doperkerk	Johannes de Doperkerk			6
sophia's	Sophia's			6
jardin d'asie	Jardin d'Asie			6
np-discount	NP-Discount			6
детский сад № 98	Детский сад № 98			6
tesco cafe	Tesco Cafe			6
pleasant dale school (historical)	Pleasant Dale School (historical)			6
parque de san isidro	Parque de San Isidro			6
씨에프모텔 (ssiepeu motel)	씨에프모텔 (Ssiepeu Motel)			6
ezstorage	ezStorage			6
origine	Origine			6
芝生	芝生			6
marmaris büfe	Marmaris Büfe			6
brasserie du port	Brasserie du Port			6
ristorante da vinci	Ristorante Da Vinci			6
rutooma primary school	Rutooma Primary School			6
hurt cemetery	Hurt Cemetery			6
urban cafe	Urban Cafe			6
серебряный век	Серебряный век			6
deutsche postbank	Deutsche Postbank			6
daniels park	Daniels Park			6
市立大宮中学校	市立大宮中学校			6
château de vernassal	Château de Vernassal			6
市立西浦小学校	市立西浦小学校			6
116a	116A			6
ab bank	AB Bank			6
murray	Murray			6
centro comercial e. leclerc	Centro Comercial E. Leclerc			6
mcdonald hall	McDonald Hall			6
big run cemetery	Big Run Cemetery			6
agustin rivera	Agustin Rivera			6
samurai sushi	Samurai Sushi			6
red hill baptist church	Red Hill Baptist Church			6
to kyma	To Kyma			6
zamczysko	Zamczysko			6
並木保育園	並木保育園			6
lear corporation	Lear Corporation			6
baník	Baník			6
civil engineering department	Civil Engineering Department			6
schwarzwildgehege	Schwarzwildgehege			6
opfersteine	Opfersteine			6
zum tannenhof	Zum Tannenhof			6
oak furnitureland	Oak Furnitureland			6
copias	Copias			6
håndværker-skolehjemmet	Håndværker-Skolehjemmet			6
52а	52а			6
evento	Evento			6
events	Events			6
sportcentrum	Sportcentrum			6
cabin 15	Cabin 15			6
記念碑	記念碑			6
кобылино	Кобылино			6
muswanni	Muswanni			6
piazza kennedy	Piazza Kennedy			6
reece plumbing centre	Reece Plumbing Centre			6
собор	Собор			6
looks	Looks			6
gasthof neuhaus	Gasthof Neuhaus			6
cuatro vientos	Cuatro Vientos			6
saint mary catholic school	Saint Mary Catholic School			6
варенична «катюша»	Варенична «Катюша»			6
bellaire elementary school	Bellaire Elementary School			6
prodegas	Prodegas			6
中国移动通信	中国移动通信			6
coffee box	Coffee Box			6
whitefield cemetery	Whitefield Cemetery			6
bomba de extraccion	Bomba de Extraccion			6
city view park	City View Park			6
dial-a-bed	Dial-A-Bed			6
la serena	La Serena			6
tomas	Tomas			6
corinthia	Corinthia			6
tyee housing co-operative	Tyee Housing Co-operative			6
iglesia de santa lucia	Iglesia de Santa Lucia			6
villa del sol	Villa Del Sol			6
st. john's united church	St. John's United Church			6
panti sosial marsudi putra	Panti sosial Marsudi Putra			6
bayer healthcare pharmaceuticals	Bayer HealthCare Pharmaceuticals			6
affen	Affen			6
cicar	Cicar			6
de slegte	De Slegte			6
7-11便利店 7-eleven	7-11便利店 7-Eleven			6
réserve faunique mastigouche	Réserve faunique Mastigouche			6
станки	Станки			6
relógio de sol	Relógio de Sol			6
مسجد بلال	مسجد بلال			6
stonehenge apartments	Stonehenge Apartments			6
sims school (historical)	Sims School (historical)			6
sant ponç	Sant Ponç			6
tanque jmas	Tanque JMAS			6
rodrigo	Rodrigo			6
прокат коньков	Прокат коньков			6
10-й квартал	10-й квартал			6
målaren	Målaren			6
la panetiere	La Panetiere			6
les p'tits loups	Les P'tits Loups			6
norman school (historical)	Norman School (historical)			6
展望塔	展望塔			6
old bank	Old Bank			6
bäckerei 2000	Bäckerei 2000			6
ab karl hedin	AB Karl Hedin			6
lake school (historical)	Lake School (historical)			6
area natural protegida río encantado	Area Natural Protegida Río Encantado			6
szennyvíztelep	Szennyvíztelep			6
남원경찰서 (namwon police station)	남원경찰서 (Namwon Police Station)			6
harrison's	Harrison's			6
école maternelle molière	École Maternelle Molière			6
pizzeria gino	Pizzeria Gino			6
the tap room	The Tap Room			6
pelican park	Pelican Park			6
arcor	Arcor			6
arcos	Arcos			6
arborétum	Arborétum			6
sternberg	Sternberg			6
svce canteen hut	SVCE Canteen Hut			6
john players	John Players			6
św. stanisława kostki	św. Stanisława Kostki			6
うさぎや	うさぎや			6
commisary	Commisary			6
allan morris	Allan Morris			6
liberty hotel	Liberty Hotel			6
sd tanah batue	SD Tanah Batue			6
берендей	Берендей			6
gilde opleidingen	Gilde Opleidingen			6
villa elvira	Villa Elvira			6
uludag	Uludag			6
petek	Petek			6
sman 1 cikarang pusat	SMAN 1 CIKARANG PUSAT			6
schmid kuhn	Schmid Kuhn			6
feine räder	Feine Räder			6
κέντρο υγείας	Κέντρο Υγείας			6
clifford park	Clifford Park			6
nob	NOB			6
saint williams school	Saint Williams School			6
aquarelle	Aquarelle			6
tennis (2)	Tennis (2)			6
office warehouse	Office Warehouse			6
西児童館	西児童館			6
市立川辺小学校	市立川辺小学校			6
johannes-kapelle	Johannes-Kapelle			6
egypt school (historical)	Egypt School (historical)			6
lungomare	Lungomare			6
havas boldogasszony-kápolna	Havas Boldogasszony-kápolna			6
la chimenea	La Chimenea			6
prefabricate vest	Prefabricate Vest			6
bar mirò	Bar Mirò			6
vivero de empresas	Vivero de Empresas			6
bon vivant	Bon Vivant			6
rainbow nursery	Rainbow Nursery			6
canton chinese restaurant	Canton Chinese Restaurant			6
ysi5	ysi5			6
tdn	TDN			6
northern trust bank	Northern Trust Bank			6
parkview hospital	Parkview Hospital			6
colby park	Colby Park			6
poliția comunitară	Poliția Comunitară			6
ella mine	Ella Mine			6
məsçid	Məsçid			6
cut club	Cut Club			6
holloway park	Holloway Park			6
giuseppe mazzini	Giuseppe Mazzini			6
さがみ農業協同組合	さがみ農業協同組合			6
ishanya mall	Ishanya Mall			6
self service car wash	Self Service Car Wash			6
строящийся дом	Строящийся дом			6
top bar	Top Bar			6
андреево	Андреево			6
arden park	Arden Park			6
akhtamar	Akhtamar			6
robinson spielplatz	Robinson Spielplatz			6
kotwali police station	Kotwali Police Station			6
helga	Helga			6
marantha church	Marantha Church			6
visitor's centre	Visitor's Centre			6
lafayette ambassador bank	Lafayette Ambassador Bank			6
банк россия	Банк Россия			6
chemische reinigung	Chemische Reinigung			6
sayuri	Sayuri			6
autoservire	Autoservire			6
top station	Top Station			6
la lagune	La Lagune			6
sokos hotel vaakuna	Sokos Hotel Vaakuna			6
east side gallery (preserved section of berlin wall)	East Side Gallery (Preserved section of Berlin Wall)			6
clearing	Clearing			6
association des paralysés de france	Association des Paralysés de France			6
sandrine coiffure	Sandrine Coiffure			6
platform one	Platform One			6
biggby	Biggby			6
résidence rives de saône	Résidence Rives de Saône			6
cabinet	Cabinet			6
"детский сад ""журавлик"""	"Детский сад ""Журавлик"""			6
mercury drug store	Mercury Drug Store			6
