name_lower	name	canonical	known_chain	count
fire station number 22	Fire Station Number 22			6
castle grounds	Castle Grounds			6
goidinger	Goidinger			6
newport condos	Newport Condos			6
école maternelle edouard herriot	École maternelle Edouard Herriot			6
rydges	Rydges			6
't veer	't Veer			6
bois noir	Bois Noir			6
д/с солнышко	д/с Солнышко			6
embassy of thailand	Embassy of Thailand			6
de la salle school	De La Salle School			6
carrolls	Carrolls			6
遊具広場	遊具広場			6
lohwald	Lohwald			6
sntp	SNTP			6
altstadt-cafe	Altstadt-Cafe			6
westin hotel	Westin Hotel			6
střední škola zemědělská a ekologická žatec	Střední škola Zemědělská a Ekologická Žatec			6
dorftreff	Dorftreff			6
riksta	Riksta			6
kir royal	Kir Royal			6
schäfer shop	Schäfer Shop			6
vernon school (historical)	Vernon School (historical)			6
papirus	Papirus			6
伊藤ビル	伊藤ビル			6
bäckerei puppe	Bäckerei Puppe			6
heimatverein	Heimatverein			6
wschodnia	Wschodnia			6
gaslager	Gaslager			6
ольховец	Ольховец			6
npower	nPower			6
sureté de daira	Sureté de Daira			6
olarte's pizza	Olarte's Pizza			6
dry fork cemetery	Dry Fork Cemetery			6
metropolitan tower	Metropolitan Tower			6
мебельный мир	Мебельный мир			6
boat dock	Boat Dock			6
c-bau	C-Bau			6
gelateria italia	Gelateria Italia			6
firlefanz	Firlefanz			6
rising star cemetery	Rising Star Cemetery			6
il golosone	Il Golosone			6
barberousse	Barberousse			6
hazreti osman cami	Hazreti Osman Cami			6
kessiehausen	Kessiehausen			6
populi	Populi			6
blue church	Blue Church			6
fuel pump	Fuel Pump			6
clothing store	Clothing Store			6
woodview	Woodview			6
electrical engineering department	Electrical Engineering Department			6
hoyt park	Hoyt Park			6
beyond retro	Beyond Retro			6
5 saylı məktəb	5 saylı Məktəb			6
krešimir	Krešimir			6
badische flüssiggas gmbh	Badische Flüssiggas GmbH			6
conway school	Conway School			6
c+c pfeiffer	C+C Pfeiffer			6
martin field	Martin Field			6
serpro	SERPRO			6
hamburgeres	Hamburgeres			6
새싹알콜중독전문병원 (saessakalkoljungdokjeonmun hospital)	새싹알콜중독전문병원 (Saessakalkoljungdokjeonmun Hospital)			6
dulces pepe	Dulces Pepe			6
kuki	Kuki			6
kuku	Kuku			6
rundle park	Rundle Park			6
kindertagesstätte rappelkiste	Kindertagesstätte Rappelkiste			6
nußbaumer	Nußbaumer			6
city church	City Church			6
нан	НАН			6
동양마트 (dongyang mart)	동양마트 (Dongyang Mart)			6
morton's steakhouse	Morton's Steakhouse			6
андроново	Андроново			6
dreifach-turnhalle	Dreifach-Turnhalle			6
narec	NaREC			6
broyles cemetery	Broyles Cemetery			6
newhaven	Newhaven			6
burgrestaurant	Burgrestaurant			6
scooter's coffeehouse	Scooter's Coffeehouse			6
triffterer	Triffterer			6
baseball stadium	Baseball Stadium			6
hickey park	Hickey Park			6
سفارة جمهورية ألمانيا الاتحادية	سفارة جمهورية ألمانيا الاتحادية			6
nyanga primary school	Nyanga Primary School			6
валентин	Валентин			6
berufsfachschule für altenpflege und altenpflegehilfe	Berufsfachschule für Altenpflege und Altenpflegehilfe			6
банка интеза	Банка Интеза			6
calvert trust	Calvert Trust			6
firestone auto care	Firestone Auto Care			6
zentis	Zentis			6
löwenhof	Löwenhof			6
microcenter	Microcenter			6
priory hall	Priory Hall			6
danville post office	Danville Post Office			6
contitech	ContiTech			6
restaurant dionysos	Restaurant Dionysos			6
ветка	Ветка			6
cite residentiel du village lumiere	cite residentiel du village lumiere			6
大學眼鏡	大學眼鏡			6
микрорайон №3	Микрорайон №3			6
unrwa school	UNRWA School			6
somerville fire department	Somerville Fire Department			6
penningtons 14+	Penningtons 14+			6
tobacco barn	Tobacco Barn			6
green 8	Green 8			6
green 6	Green 6			6
green 4	Green 4			6
green 1	Green 1			6
bloque l	Bloque L			6
bloque h	Bloque H			6
alynas	Alynas			6
дом актёра	Дом Актёра			6
le lutèce	Le Lutèce			6
chez bibi	Chez Bibi			6
compustore	Compustore			6
meriden post office	Meriden Post Office			6
university for the creative arts	University for the Creative Arts			6
hebron elementary school	Hebron Elementary School			6
fdp	FDP			6
hodowla ryb j. juchniewicz	Hodowla Ryb J. Juchniewicz			6
cremer	Cremer			6
vleeshuis	Vleeshuis			6
shun fa	Shun Fa			6
walker field	Walker Field			6
市立向山小学校	市立向山小学校			6
наш сад	Наш сад			6
club san martín	Club San Martín			6
fuji xerox	Fuji Xerox			6
добриня	Добриня			6
คณะวิศวกรรมศาสตร์	คณะวิศวกรรมศาสตร์			6
fernleigh	Fernleigh			6
résidence mozart	Résidence Mozart			6
本庄保育所	本庄保育所			6
трамвай	Трамвай			6
solaria	Solaria			6
casa de vegetação	Casa de Vegetação			6
c 2	C 2			6
la croix rouge	La Croix Rouge			6
posto makro	Posto Makro			6
little park	Little Park			6
turck	Turck			6
зона отдыха	Зона отдыха			6
補助競技場	補助競技場			6
saint sebastian catholic church	Saint Sebastian Catholic Church			6
windsong	Windsong			6
southview cemetery	Southview Cemetery			6
c'est deux euros	C'est deux euros			6
the valley	The Valley			6
udal liburutegia	Udal liburutegia			6
kindertagesstätte regenbogenland	Kindertagesstätte Regenbogenland			6
fiorenza	Fiorenza			6
cvjm-heim	CVJM-Heim			6
lds institute of religion	LDS Institute of Religion			6
the golden ball	The Golden Ball			6
the outlook	The Outlook			6
salon beauty	Salon Beauty			6
lactogal	Lactogal			6
école maternelle henri matisse	École maternelle Henri Matisse			6
igreja da misericordia	Igreja da Misericordia			6
marques	Marques			6
први партизан ад	Први партизан АД			6
бренд	Бренд			6
piscina natural	Piscina Natural			6
kailash parbat	Kailash Parbat			6
les charmes	Les Charmes			6
supermercado silva	Supermercado Silva			6
oxford school (historical)	Oxford School (historical)			6
brighton high school	Brighton High School			6
los ciruelos	Los Ciruelos			6
muflon	Muflon			6
dougherty hall	Dougherty Hall			6
carlson hall	Carlson Hall			6
rathaus-café	Rathaus-Café			6
the sweet shop	The Sweet Shop			6
brunet	Brunet			6
silberdistel	Silberdistel			6
deluxe cleaners	Deluxe Cleaners			6
riegel	Riegel			6
city cycles	City Cycles			6
tinsley cemetery	Tinsley Cemetery			6
milford school	Milford School			6
ridgeview school	Ridgeview School			6
адреналін	Адреналін			6
1106	1106			6
1103	1103			6
kassenhäuschen	Kassenhäuschen			6
まつや	まつや			6
facultad de recursos del mar	Facultad de Recursos del Mar			6
wedding hall	Wedding Hall			6
bethlehem lutheran school	Bethlehem Lutheran School			6
ooh la la	Ooh La La			6
martin luther king junior park	Martin Luther King Junior Park			6
ostseesparkasse rostock	Ostseesparkasse Rostock			6
hez	HEZ			6
le sagittaire	Le Sagittaire			6
vanhainkoti	Vanhainkoti			6
carnitas	Carnitas			6
tv waddinxveen	TV Waddinxveen			6
owens corning	Owens Corning			6
stötzlenswald	Stötzlenswald			6
potato corner	Potato Corner			6
rock creek elementary school	Rock Creek Elementary School			6
roche spa	Roche SpA			6
tower hide	Tower Hide			6
sun valley amusements	Sun Valley Amusements			6
ridgecrest church	Ridgecrest Church			6
british gas	British Gas			6
antigüedades	Antigüedades			6
voramar	Voramar			6
latinos	Latinos			6
our lady of lourdes cemetery	Our Lady of Lourdes Cemetery			6
vicky	Vicky			6
st. mary's catholic school	St. Mary's Catholic School			6
country club manor	Country Club Manor			6
市立平和小学校	市立平和小学校			6
brooks field	Brooks Field			6
the canteen	The Canteen			6
episode	Episode			6
putnik	Putnik			6
petite carrière	Petite Carrière			6
pedagogiczna biblioteka wojewódzka	Pedagogiczna Biblioteka Wojewódzka			6
військова частина	Військова частина			6
dazzle	Dazzle			6
gestüt	Gestüt			6
hilliard cemetery	Hilliard Cemetery			6
new pine grove church	New Pine Grove Church			6
carolin vanity	Carolin Vanity			6
plymouth park	Plymouth Park			6
cristóbal colón	Cristóbal Colón			6
são francisco de assis	São Francisco de Assis			6
tabakshop	Tabakshop			6
haargalerie	Haargalerie			6
daerah rawan longsor	Daerah Rawan longsor			6
anatolie	Anatolie			6
schwabenhaus	Schwabenhaus			6
villa iris	Villa Iris			6
nhà hàng hải sản biển bắc	Nhà hàng hải sản Biển Bắc			6
buddhistisches zentrum	Buddhistisches Zentrum			6
clayton high school	Clayton High School			6
etxe txiki	Etxe Txiki			6
munitionsdepot	Munitionsdepot			6
pauper cemetery	Pauper Cemetery			6
pista esportiva	Pista esportiva			6
de horst	De Horst			6
alesco	alesco			6
levy park	Levy Park			6
보람의원 (boram clinic)	보람의원 (Boram Clinic)			6
tour de guet	Tour de guet			6
tannenwald	Tannenwald			6
bmi	BMI			6
loket	Loket			6
bon berger	Bon Berger			6
ständehaus	Ständehaus			6
pygg	PYGG			6
mackenzies	Mackenzies			6
pro sport	Pro Sport			6
villa am see	Villa am See			6
severals..	severals..			6
west street school	West Street School			6
hong kong chef	Hong Kong Chef			6
технополіс	Технополіс			6
the cellar bar	The Cellar Bar			6
jewett hill trail easement	Jewett Hill Trail Easement			6
cala luna	Cala Luna			6
teatro garibaldi	Teatro Garibaldi			6
holiday motel	Holiday Motel			6
1008	1008			6
1007	1007			6
osterburg	Osterburg			6
au cerf	Au Cerf			6
glade church	Glade Church			6
douglas parfümerie	Douglas Parfümerie			6
naartjie	Naartjie			6
bl. z12	Bl. Z12			6
l'ecrin	L'Ecrin			6
prairie rose school (historical)	Prairie Rose School (historical)			6
poggio del sole	Poggio del Sole			6
co-op funeralcare	Co-op Funeralcare			6
saint boniface roman catholic church	Saint Boniface Roman Catholic Church			6
beech community park	Beech Community Park			6
tiburón terrezas	Tiburón Terrezas			6
магазин юбилейный	Магазин Юбилейный			6
dandy mine	Dandy Mine			6
fischerei	Fischerei			6
d'hondt	D'Hondt			6
우리들치과 (urideul dental clinic)	우리들치과 (Urideul Dental Clinic)			6
united motors	United Motors			6
new man	New Man			6
restaurant split	Restaurant Split			6
hair & nails	Hair & Nails			6
veterans memorial stadium	Veterans Memorial Stadium			6
saint paul's catholic cemetery	Saint Paul's Catholic Cemetery			6
barnacles	Barnacles			6
france coiffure	France Coiffure			6
new bethel school	New Bethel School			6
diamond pizza	Diamond Pizza			6
saint leonard	Saint Leonard			6
race park maringá	Race Park Maringá			6
rs ibnu sina	RS Ibnu Sina			6
handy	Handy			6
riveria hotel	Riveria Hotel			6
stanton hall	Stanton Hall			6
desert cahuilla/freeman project	Desert Cahuilla/Freeman Project			6
井上病院	井上病院			6
servicemaster	ServiceMaster			6
universidad libre	Universidad Libre			6
lassana	Lassana			6
hanging rock state park	Hanging Rock State Park			6
hannover	Hannover			6
middle house	Middle House			6
sphere	Sphere			6
pista patinaje	Pista Patinaje			6
santa maria del soccorso	Santa Maria del Soccorso			6
zamek królewski	Zamek Królewski			6
bueno	Bueno			6
bergen	Bergen			6
waterloo high school	Waterloo High School			6
библиосфера	Библиосфера			6
klima	Klima			6
st. nicholas church	St. Nicholas Church			6
дюжина	Дюжина			6
kraví hora	Kraví hora			6
gopal	Gopal			6
niezapominajka	Niezapominajka			6
русское поле	Русское поле			6
malo	Malo			6
rossosapore	Rossosapore			6
ullrich	Ullrich			6
brasa	Brasa			6
бмв	БМВ			6
bl. 114	Bl. 114			6
glas	Glas			6
el búho	El Búho			6
ポッポ保育園	ポッポ保育園			6
autocarrozzeria	Autocarrozzeria			6
fleur de pain	Fleur de Pain			6
lyons elementary school	Lyons Elementary School			6
easton post office	Easton Post Office			6
garage auto	Garage Auto			6
louisville cemetery	Louisville Cemetery			6
philadelphia school	Philadelphia School			6
wildwood school (historical)	Wildwood School (historical)			6
cykelskur	Cykelskur			6
holland post office	Holland Post Office			6
nandini shoppe	Nandini Shoppe			6
owl mine	Owl Mine			6
동해삼척태백축협 (donghaesamcheoktaebaek national livestock cooperative federation)	동해삼척태백축협 (Donghaesamcheoktaebaek National Livestock Cooperative Federation)			6
mums	Mums			6
palais des arts	Palais des Arts			6
discovery center	Discovery Center			6
bio-planet	Bio-Planet			6
saint theresas catholic church	Saint Theresas Catholic Church			6
st. rafael	St. Rafael			6
west prairie cemetery	West Prairie Cemetery			6
city wash	City Wash			6
markgrafen getränke	Markgrafen Getränke			6
mehrgenerationenplatz	Mehrgenerationenplatz			6
union pacific depot	Union Pacific Depot			6
神明幼稚園	神明幼稚園			6
gehrung	Gehrung			6
franz-von-assisi-schule	Franz-von-Assisi-Schule			6
das kleine restaurant	Das kleine Restaurant			6
manresa	Manresa			6
tank roth	Tank Roth			6
selam	Selam			6
embassy of the netherlands	Embassy of the Netherlands			6
мир штор	Мир штор			6
provincial capitol	Provincial Capitol			6
строительство магазина	Строительство магазина			6
magnat	Magnat			6
лонда	Лонда			6
military camp	Military Camp			6
sdn 12	SDN 12			6
jawaharlal nehru stadium	Jawaharlal Nehru Stadium			6
manin	Manin			6
o' sole mio	O' Sole Mio			6
верста	Верста			6
cricket stadium	Cricket Stadium			6
our lady of mercy cemetery	Our Lady of Mercy Cemetery			6
lärmschutzwall	Lärmschutzwall			6
leonard's	Leonard's			6
なかよし幼稚園	なかよし幼稚園			6
iglesia del dios vivo	Iglesia del Dios Vivo			6
friehofskapelle	Friehofskapelle			6
rossmann drogeriemarkt	Rossmann Drogeriemarkt			6
hafod	Hafod			6
feira de artesanato	Feira de Artesanato			6
mini centro comercial	mini centro comercial			6
pi beta phi sorority	Pi Beta Phi Sorority			6
aarnikotkan metsän luonnonsuojelualue	Aarnikotkan metsän luonnonsuojelualue			6
saint-nazaire	Saint-Nazaire			6
aurora school	Aurora School			6
旧体育馆	旧体育馆			6
katzenhaus	Katzenhaus			6
cook elementary school	Cook Elementary School			6
fordonsgas	Fordonsgas			6
straß	Straß			6
eye society	Eye Society			6
home store	Home Store			6
congreso del estado	Congreso del Estado			6
kebun karet	KEBUN KARET			6
christian missionary alliance church	Christian Missionary Alliance Church			6
jägerhäusl	Jägerhäusl			6
il bambino	Il Bambino			6
ильич	Ильич			6
twin oaks park	Twin Oaks Park			6
fabric	Fabric			6
jin	Jin			6
montecatini	Montecatini			6
canadian pizza	Canadian Pizza			6
caccia e pesca	Caccia e Pesca			6
piada	Piada			6
caney church	Caney Church			6
snacky	Snacky			6
control escolar	Control Escolar			6
destino	Destino			6
bosman	Bosman			6
service point	Service Point			6
pilot grove cemetery	Pilot Grove Cemetery			6
1600	1600			6
pollard park	Pollard Park			6
merza	Merza			6
theresienheim	Theresienheim			6
kościół pw. św. maksymiliana marii kolbego	Kościół pw. św. Maksymiliana Marii Kolbego			6
웰치과 (wel dental clinic)	웰치과 (Wel Dental Clinic)			6
nyhave	Nyhave			6
change rooms	Change Rooms			6
newtown primary school	Newtown Primary School			6
glen view	Glen View			6
gulf gas station	Gulf Gas Station			6
poldo	Poldo			6
pension monika	Pension Monika			6
bergli	Bergli			6
extended stay deluxe	Extended Stay Deluxe			6
interflora fresh	Interflora Fresh			6
greenbriar apartments	Greenbriar Apartments			6
quincaillerie générale	Quincaillerie Générale			6
faculty of medicine	Faculty of Medicine			6
loja maçônica	Loja Maçônica			6
rosental	Rosental			6
goldene kugel	Goldene Kugel			6
forest avenue elementary school	Forest Avenue Elementary School			6
порошино	Порошино			6
church of saint george	Church of Saint George			6
cité scolaire	Cité scolaire			6
hotel village	Hotel Village			6
caledonia	Caledonia			6
hotel provincial	Hotel Provincial			6
pramerica	Pramerica			6
kempinski	Kempinski			6
elzenhof	Elzenhof			6
도담유치원 (dodam kindergarten)	도담유치원 (Dodam Kindergarten)			6
schwarzmarkt	Schwarzmarkt			6
folkuniversitetet	Folkuniversitetet			6
riihi	Riihi			6
j&r	J&R			6
heilkräutergarten	Heilkräutergarten			6
нефедьево	Нефедьево			6
poste italiane s.p.a.	Poste Italiane S.P.A.			6
layalina	Layalina			6
административное здание для размещения госслужащих рмэ	Административное здание для размещения госслужащих РМЭ			6
sfasciacarrozze	Sfasciacarrozze			6
hirschkeller	Hirschkeller			6
bau 24	Bau 24			6
рыболовный рай	Рыболовный рай			6
simpson church	Simpson Church			6
mustang jeans	Mustang Jeans			6
курмыш	Курмыш			6
le métropole	Le Métropole			6
stockwerk	Stockwerk			6
booher cemetery	Booher Cemetery			6
marks work warehouse	Marks Work Warehouse			6
tolowa dunes state park	Tolowa Dunes State Park			6
vienna post office	Vienna Post Office			6
anciens abattoirs	Anciens Abattoirs			6
montgomery mine	Montgomery Mine			6
raifeisenmarkt	Raifeisenmarkt			6
neckarblick	Neckarblick			6
chorus	Chorus			6
bluewater grill	Bluewater Grill			6
kirchlicher friedhof	kirchlicher Friedhof			6
vilniaus alus	Vilniaus alus			6
gymnase cosec	Gymnase COSEC			6
walnut grove elementary school	Walnut Grove Elementary School			6
gereja katholik	Gereja Katholik			6
smp negeri 27 samarinda	SMP Negeri 27 Samarinda			6
伝説のすた丼	伝説のすた丼			6
great northern hotel	Great Northern Hotel			6
milena	Milena			6
de buren	De Buren			6
asador de pollos	Asador de Pollos			6
église saint-louvent	Église Saint-Louvent			6
sherwood forest park	Sherwood Forest Park			6
praça pública	Praça Pública			6
department of budget and management	Department of Budget and Management			6
restaurante roma	Restaurante Roma			6
reutlinger general anzeiger (gea)	Reutlinger General Anzeiger (GEA)			6
bücherbox	Bücherbox			6
casa domnească	Casa Domnească			6
grace chapel church	Grace Chapel Church			6
бөхийн өргөө	Бөхийн өргөө			6
grove cottage	Grove Cottage			6
schwarzes ross	Schwarzes Ross			6
elnestangen	Elnestangen			6
woodbridge	Woodbridge			6
escuela de biología	Escuela de Biología			6
escorial	Escorial			6
f-block	F-Block			6
dubrava	Dubrava			6
上海商業儲蓄銀行	上海商業儲蓄銀行			6
saint elizabeths cemetery	Saint Elizabeths Cemetery			6
la ronde	La Ronde			6
кулінарія	Кулінарія			6
пужкх	ПУЖКХ			6
zum	Zum			6
дары от зари	Дары от Зари			6
möbel coldewey	Möbel Coldewey			6
new town cemetery	New Town Cemetery			6
keystone cemetery	Keystone Cemetery			6
bagetka	Bagetka			6
букетик	Букетик			6
hotel gołębiewski	Hotel Gołębiewski			6
phillips chapel	Phillips Chapel			6
лечебно-диагностический центр	Лечебно-диагностический центр			6
girringun national park	Girringun National Park			6
villa magnolia	Villa Magnolia			6
fatec	FATEC			6
casa de dios	Casa de Dios			6
bäckerei schuirmann	Bäckerei Schuirmann			6
cold spring church	Cold Spring Church			6
schönenboden	Schönenboden			6
bank polski	Bank Polski			6
scott county library	Scott County Library			6
белая долина	Белая долина			6
бл 24	БЛ 24			6
kreutzer	Kreutzer			6
8e	8E			6
johnston elementary school	Johnston Elementary School			6
academy elementary school	Academy Elementary School			6
the white cottage	The White Cottage			6
памятник петру первому	памятник Петру Первому			6
taylors chapel cemetery	Taylors Chapel Cemetery			6
анапа	Анапа			6
fore cemetery	Fore Cemetery			6
東京書店	東京書店			6
coffeshop company	Coffeshop Company			6
salomé	Salomé			6
menzel	Menzel			6
smp negeri 1 amandraya	SMP NEGERI 1 AMANDRAYA			6
iglesia parroquial de san andrés	Iglesia Parroquial de San Andrés			6
pool house farm	Pool House Farm			6
nightingale	Nightingale			6
hay shed	Hay Shed			6
эконом+	Эконом+			6
marlborough	Marlborough			6
king falafel	King Falafel			6
bl. m19	Bl. M19			6
ecole du centre (demkou)	Ecole du Centre (DEMKOU)			6
šport pub	Šport pub			6
valege	Valege			6
claro célulares	Claro Célulares			6
eiscafé martini	Eiscafé Martini			6
united church of god	United Church of God			6
sea lion	Sea Lion			6
u janka	U Janka			6
conservatoire à rayonnement régional	Conservatoire à Rayonnement Régional			6
anabel	Anabel			6
praça princesa isabel	Praça Princesa Isabel			6
чапаево	Чапаево			6
"scuola elementare ""alessandro manzoni"""	"Scuola Elementare ""Alessandro Manzoni"""			6
vallero	Vallero			6
кега	Кега			6
baumgarting	Baumgarting			6
good shepherd presbyterian church	Good Shepherd Presbyterian Church			6
bossard	Bossard			6
starlight missionary baptist church	Starlight Missionary Baptist Church			6
compensar	Compensar			6
orphanides	Orphanides			6
il destino	Il Destino			6
lasketiir	Lasketiir			6
smkn 3	SMKN 3			6
sigma chi house	Sigma Chi House			6
elwood park	Elwood Park			6
dönər	Dönər			6
nativity catholic church	Nativity Catholic Church			6
studio moda	Studio Moda			6
swiss inn	Swiss Inn			6
baker high school	Baker High School			6
salado creek greenway	Salado Creek Greenway			6
don-bosco-haus	Don-Bosco-Haus			6
heritage heights	Heritage Heights			6
rocky point cemetery	Rocky Point Cemetery			6
herbaceas graminoide	herbaceas graminoide			6
hospital são vicente de paulo	Hospital São Vicente de Paulo			6
hospital são vicente de paula	Hospital São Vicente de Paula			6
banque populaire lorraine champagne	Banque Populaire Lorraine Champagne			6
пожежне депо	Пожежне депо			6
市立加茂中学校	市立加茂中学校			6
hospital universitário	Hospital Universitário			6
kindergarten st. hedwig	Kindergarten St. Hedwig			6
bathwick tyres	Bathwick Tyres			6
jeans store	Jeans Store			6
altwirt	Altwirt			6
