name_lower	name	canonical	known_chain	count
iglesia vieja	Iglesia Vieja			5
pizza new	Pizza New			5
sankt martinus	Sankt Martinus			5
pierson school	Pierson School			5
rafo	Rafo			5
happy sushi	Happy Sushi			5
вознесенское кладбище	Вознесенское кладбище			5
bäckerei mareis	Bäckerei Mareis			5
东风小学	东风小学			5
pizzan	Pizzan			5
kaiserpfalz	Kaiserpfalz			5
maracana	Maracana			5
heitz	Heitz			5
la vista park	La Vista Park			5
rcf	RCF			5
lezecká stěna	Lezecká stěna			5
rose kennedy greenway	Rose Kennedy Greenway			5
iglesia parroquial de san miguel arcángel	Iglesia Parroquial de San Miguel Arcángel			5
centre saint-exupéry	Centre Saint-Exupéry			5
128 japan house	128 Japan House			5
меркато	Меркато			5
사이버모텔 (cyber motel)	사이버모텔 (Cyber Motel)			5
goldenes dreieck	Goldenes Dreieck			5
house residential	house residential			5
tuulimylly	Tuulimylly			5
erotik shop	Erotik Shop			5
stern kebab	Stern Kebab			5
pzu sa	PZU SA			5
хæдзарадон дукани	Хæдзарадон дукани			5
luana	Luana			5
the verandah	The Verandah			5
our lady of fatima secondary school	Our Lady of Fatima Secondary School			5
hempelmann	Hempelmann			5
hay's travel	Hay's Travel			5
カレー	カレー			5
pechölstein	Pechölstein			5
893	893			5
897	897			5
pulaski county courthouse	Pulaski County Courthouse			5
becker cemetery	Becker Cemetery			5
st lukes anglican church	St Lukes Anglican Church			5
cafe primo	Cafe Primo			5
kapitanat portu	Kapitanat Portu			5
outdoor classroom	Outdoor Classroom			5
kazi office	Kazi Office			5
supermarche	Supermarche			5
cafe alte schule	Cafe Alte Schule			5
пту №5	ПТУ №5			5
sint willibrordus	Sint Willibrordus			5
école jean rostand	École Jean Rostand			5
arun house	Arun House			5
supermercado epa	Supermercado Epa			5
cornwall cemetery	Cornwall Cemetery			5
cold rock ice creamery	Cold Rock Ice Creamery			5
planning familial	Planning Familial			5
playa park	Playa Park			5
deltion	Deltion			5
canoa	Canoa			5
dios es amor	Dios es Amor			5
антикваръ	Антикваръ			5
tk darma wanita	TK Darma Wanita			5
алкомир	Алкомир			5
rumah kepala desa	Rumah Kepala Desa			5
wastewater pumping station	Wastewater pumping station			5
kinderglück	Kinderglück			5
przewalski-pferde	Przewalski-Pferde			5
resurrection baptist church	Resurrection Baptist Church			5
venta de muebles	venta de muebles			5
little flower high school	Little Flower High School			5
the papery	The Papery			5
brico leclerc	Brico Leclerc			5
suzuki big bike	Suzuki Big Bike			5
facultatea de mecanică	Facultatea de Mecanică			5
laguna azul	Laguna Azul			5
valiexchimp	Valiexchimp			5
maravilla	Maravilla			5
destination maternity	Destination Maternity			5
holtet	Holtet			5
soriana express	Soriana Express			5
le cassini	Le Cassini			5
миг-23	МиГ-23			5
szent család-templom	Szent Család-templom			5
new york new york	New York New York			5
ic	IC			5
cf	CF			5
ig	IG			5
infocity	Infocity			5
caffè venezia	Caffè Venezia			5
os arcos	Os Arcos			5
supermercado coviran	Supermercado Coviran			5
villa luna	Villa Luna			5
piolin	Piolin			5
biuro kredytowe	Biuro Kredytowe			5
meritor	Meritor			5
park view hotel	Park View Hotel			5
la voile d'or	La Voile d'Or			5
danmark	Danmark			5
детский сад №237	Детский сад №237			5
leonard school	Leonard School			5
terrible's	Terrible's			5
friseur klinck	Friseur Klinck			5
schwarzenberghütte	Schwarzenberghütte			5
pizzeria michelangelo	Pizzeria Michelangelo			5
хозкорпус	Хозкорпус			5
meena cleaners	Meena Cleaners			5
anna boutique	Anna Boutique			5
burhanuddin	Burhanuddin			5
golf range	Golf Range			5
monumento ai caduti sul lavoro	Monumento ai Caduti sul Lavoro			5
moser's backparadies	Moser's Backparadies			5
marias	Marias			5
transtur	Transtur			5
blue valley school	Blue Valley School			5
louisville high school	Louisville High School			5
gilgal church	Gilgal Church			5
miryalaguda	miryalaguda			5
kościół parafialny pw. św. jakuba	Kościół parafialny pw. Św. Jakuba			5
santa teresa del bambin gesù	Santa Teresa del Bambin Gesù			5
blue ridge parkway	Blue Ridge Parkway			5
rodelag	Rodelag			5
цднг-4	ЦДНГ-4			5
lots a pizza	Lots A Pizza			5
al bara'	Al Bara'			5
woolshed	Woolshed			5
miejski zakład komunikacji	Miejski Zakład Komunikacji			5
обрій	Обрій			5
sunnybrook park	Sunnybrook Park			5
greear cemetery	Greear Cemetery			5
vila operária	Vila Operária			5
parroquia santiago apostol	Parroquia Santiago Apostol			5
institute of computer studies	Institute of Computer Studies			5
lark inn	Lark Inn			5
golden hair	Golden Hair			5
parkfield primary school	Parkfield Primary School			5
крок	Крок			5
casa emilio	Casa Emilio			5
saïgon	Saïgon			5
усохи	Усохи			5
großes haus	Großes Haus			5
гимназия №32	Гимназия №32			5
schiller's	Schiller's			5
казимировка	Казимировка			5
bearcat stadium	Bearcat Stadium			5
zavod za zapošljavanje	Zavod za zapošljavanje			5
mead elementary school	Mead Elementary School			5
tabac & co	Tabac & Co			5
art hall	Art Hall			5
wipper	Wipper			5
college cafe	College Cafe			5
moser cemetery	Moser Cemetery			5
abc restaurant	ABC Restaurant			5
гтс	ГТС			5
postel	Postel			5
tretboote	Tretboote			5
crisol	Crisol			5
spațiu verde	Spațiu verde			5
collège bellevue	Collège Bellevue			5
remember	Remember			5
herring river greenbelt	Herring River Greenbelt			5
jahonts	Jahonts			5
hungry hippo	Hungry Hippo			5
oberstufe feldstrasse	Oberstufe Feldstrasse			5
la viennoise	La Viennoise			5
irby cemetery	Irby Cemetery			5
french broad church	French Broad Church			5
chileatiende	ChileAtiende			5
wallace middle school	Wallace Middle School			5
xebio	XEBIO			5
корпус 18	Корпус 18			5
sporthalle b	Sporthalle B			5
espace montagne	Espace Montagne			5
yangtse	Yangtse			5
iglesia fuente de vida	Iglesia Fuente de Vida			5
parque martí	Parque Martí			5
butterfly bar	Butterfly Bar			5
brotkörble	Brotkörble			5
mcallister's	McAllister's			5
drysdale depot misc buildings	Drysdale Depot Misc Buildings			5
quarry cottage	Quarry Cottage			5
warm springs elementary school	Warm Springs Elementary School			5
la borsa	La Borsa			5
відділення зв'язку	Відділення зв'язку			5
1. vh. emlékmű	1. vh. emlékmű			5
marthas chapel	Marthas Chapel			5
sunshine café	Sunshine Café			5
campo 5	Campo 5			5
geppetto	Geppetto			5
les sauges	Les Sauges			5
市立橘中学校	市立橘中学校			5
joe's bike shop	Joe's Bike Shop			5
труба котельной	Труба котельной			5
landau	Landau			5
superclub vidéotron	Superclub Vidéotron			5
јавор	Јавор			5
united church of canada	United Church of Canada			5
venuše	Venuše			5
the lexington	The Lexington			5
edeka simmel	EDEKA Simmel			5
schillereck	Schillereck			5
orchard plaza	Orchard Plaza			5
cottage hospital	Cottage Hospital			5
morelli	Morelli			5
post/dhl	Post/DHL			5
ниссан	Ниссан			5
saint mark's anglican church	Saint Mark's Anglican Church			5
stade jean moulin	Stade Jean Moulin			5
résidence les lilas	Résidence Les Lilas			5
time capsule	Time Capsule			5
ejdern	Ejdern			5
ristorante la pineta	Ristorante La Pineta			5
colégio nossa senhora de lourdes	Colégio Nossa Senhora de Lourdes			5
meridian bet	Meridian Bet			5
sky shop	Sky Shop			5
сажино	Сажино			5
cimetière saint-jacques	Cimetière Saint-Jacques			5
mem	MEM			5
willi-fährmann-schule	Willi-Fährmann-Schule			5
transit center	Transit Center			5
apostolic bible church	Apostolic Bible Church			5
forum marinum	Forum Marinum			5
คณะเศรษฐศาสตร์	คณะเศรษฐศาสตร์			5
harvest home	Harvest Home			5
kolonnaden	Kolonnaden			5
tabernáculo bíblico bautista	Tabernáculo Bíblico Bautista			5
government of ontario	Government of Ontario			5
まる	まる			5
петрилово	Петрилово			5
bldg g	Bldg G			5
bldg f	Bldg F			5
bldg e	Bldg E			5
bldg d	Bldg D			5
bldg c	Bldg C			5
bldg h	Bldg H			5
wohn- u. geschäftshaus	Wohn- u. Geschäftshaus			5
the bounty	The Bounty			5
flavor	Flavor			5
herz jesu-kirche	Herz Jesu-Kirche			5
école élémentaire les oliviers	École élémentaire Les Oliviers			5
holzhandel	Holzhandel			5
hospital são joão batista	Hospital São João Batista			5
alexanderstift	Alexanderstift			5
buho	Buho			5
kömür ocağı	kömür ocağı			5
tower hill	Tower Hill			5
рп	РП			5
studánka	Studánka			5
bäckerei heinrich	Bäckerei Heinrich			5
kuvendi komunal	Kuvendi Komunal			5
областная психиатрическая больница	Областная психиатрическая больница			5
юстиция	Юстиция			5
abreu	Abreu			5
apicius	Apicius			5
ermita de la virgen de gracia	Ermita de la Virgen de Gracia			5
the pig & whistle	The Pig & Whistle			5
constitucion de 1857	Constitucion de 1857			5
рождественское	Рождественское			5
gray hall	Gray Hall			5
"санаторий ""рассвет"""	"Санаторий ""Рассвет"""			5
ahs	AHS			5
vergina	Vergina			5
pohland	Pohland			5
василёвка	Василёвка			5
школа №262	Школа №262			5
pythagore	Pythagore			5
parkhaus süd	Parkhaus Süd			5
berlin town hall	Berlin Town Hall			5
chez franck	Chez Franck			5
curral	Curral			5
oakfield	Oakfield			5
cedar hills park	Cedar Hills Park			5
schulhaus feld	Schulhaus Feld			5
agri day farm	Agri day farm			5
pentecostal assembly church	Pentecostal Assembly Church			5
urbana post office	Urbana Post Office			5
peace memorial	Peace Memorial			5
vila santa helena	Vila Santa Helena			5
parafia podwyższenia krzyża świętego	Parafia Podwyższenia Krzyża Świętego			5
밝은미소정신과의원 (balgeunmiso psychiatric clinic)	밝은미소정신과의원 (Balgeunmiso Psychiatric Clinic)			5
super china buffet	Super China Buffet			5
f-4	F-4			5
f-5	F-5			5
f-2	F-2			5
f-3	F-3			5
f-1	F-1			5
la linea	La Linea			5
bistro central	Bistro Central			5
신나는유치원 (sinnaneun kindergarten)	신나는유치원 (Sinnaneun Kindergarten)			5
"""biedronka"""	"""Biedronka"""			5
government degree college for women	Government Degree College for Women			5
чулманнефтепродукт	Чулманнефтепродукт			5
englewood school	Englewood School			5
hazel cemetery	Hazel Cemetery			5
alpha xi delta	Alpha Xi Delta			5
isham cemetery	Isham Cemetery			5
cottage school	Cottage School			5
とりあえず吾平	とりあえず吾平			5
club social y deportivo la estrella	Club Social y Deportivo La Estrella			5
大手門	大手門			5
kaiserschnitt	Kaiserschnitt			5
k29	K29			5
grüne tanne	Grüne Tanne			5
april gourmet	April Gourmet			5
bagnolo	Bagnolo			5
viktorija	Viktorija			5
cimb thai bank	CIMB Thai Bank			5
lycée vaucanson	Lycée Vaucanson			5
thai rice	Thai Rice			5
santa katalina	Santa Katalina			5
les sénioriales	Les Sénioriales			5
forêt départementale du madrillet	Forêt départementale du Madrillet			5
de ton	De Ton			5
gymnázium a střední odborná škola	Gymnázium a Střední Odborná Škola			5
assisi szent ferenc-templom	Assisi Szent Ferenc-templom			5
universal school	Universal School			5
de driehoek	De Driehoek			5
foodmarket	Foodmarket			5
aguilar	Aguilar			5
el nogal	El Nogal			5
rathaus-center	Rathaus-Center			5
戸塚警察署	戸塚警察署			5
königshütte	Königshütte			5
cabuynan high school	Cabuynan High School			5
orlemann	Orlemann			5
caltex petrol pump	Caltex Petrol Pump			5
namenlos	Namenlos			5
woodbine park	Woodbine Park			5
hufeisen	Hufeisen			5
paul's market	Paul's Market			5
poggio	Poggio			5
saint xavier high school	Saint Xavier High School			5
malatesta	Malatesta			5
boulangerie moderne	Boulangerie Moderne			5
kliver	Kliver			5
myjnia tir	Myjnia TIR			5
flint ridge church	Flint Ridge Church			5
тп-9	ТП-9			5
maison du citoyen	Maison du Citoyen			5
pine island cemetery	Pine Island Cemetery			5
rincon latino	Rincon Latino			5
price school (historical)	Price School (historical)			5
fertig gmbh	Fertig GmbH			5
la rose rouge	La Rose Rouge			5
sektor 3	Sektor 3			5
taylor middle school	Taylor Middle School			5
manor restaurant	Manor Restaurant			5
talamini	Talamini			5
école maternelle publique jean jaurès	École maternelle publique Jean Jaurès			5
the chestnut	The Chestnut			5
husmanhagberg	HusmanHagberg			5
retsina	Retsina			5
市立小倉小学校	市立小倉小学校			5
party depot	Party Depot			5
hamptons international land & new homes	Hamptons International Land & New Homes			5
rené descartes	René Descartes			5
caffé bene	Caffé Bene			5
selectos	Selectos			5
prosiebensat.1 produktion ag	ProSiebenSat.1 Produktion AG			5
osiedle piastów	Osiedle Piastów			5
international food store	International Food Store			5
the battery	The Battery			5
west ridge elementary school	West Ridge Elementary School			5
mavi market	Mavi Market			5
headway charity shop	Headway Charity Shop			5
чириково	Чириково			5
lts	LTS			5
neversink river fishing access	Neversink River Fishing Access			5
waterstone	Waterstone			5
trinity townhomes	Trinity Townhomes			5
king cod	King Cod			5
دانشگاه علمی کاربردی	دانشگاه علمی کاربردی			5
palazzo merletta	Palazzo Merletta			5
mandiri bank	Mandiri Bank			5
avantel	Avantel			5
luise-scheppler-kindergarten	Luise-Scheppler-Kindergarten			5
pabellón d	Pabellón D			5
pabellón c	Pabellón C			5
hohensteinschule	Hohensteinschule			5
the art cafe	The Art Cafe			5
pine hill	Pine Hill			5
stadtwirt	Stadtwirt			5
pálenica	Pálenica			5
hoke cemetery	Hoke Cemetery			5
freiwillige feuerwehr münster	Freiwillige Feuerwehr Münster			5
merchant house	Merchant House			5
redner's warehouse market	Redner's Warehouse Market			5
raffles hall	raffles hall			5
kelton cemetery	Kelton Cemetery			5
résidence belle-vue	Résidence Belle-Vue			5
salka	Salka			5
rouge - village - les carrières	Rouge - Village - Les Carrières			5
dahl	Dahl			5
piotruś	Piotruś			5
faith united church	Faith United Church			5
wiyono	Wiyono			5
sint-jozefkapel	Sint-Jozefkapel			5
école élémentaire rené cassin	École élémentaire René Cassin			5
lto office	LTO Office			5
sv. lovrenc	Sv. Lovrenc			5
tepochcalli	Tepochcalli			5
monumento caduti	Monumento caduti			5
du nord	Du Nord			5
lesum park	Lesum Park			5
детская больница №1	Детская больница №1			5
сток-центр	Сток-центр			5
sandwald	Sandwald			5
island grove church	Island Grove Church			5
chiesa di loreto	Chiesa di Loreto			5
erätukku	Erätukku			5
chiesa san francesco d'assisi	Chiesa San Francesco d'Assisi			5
british petroleum	British Petroleum			5
mercantile building	Mercantile Building			5
millwood	Millwood			5
19-20	19-20			5
glaces	Glaces			5
interview	Interview			5
canaan elementary school	Canaan Elementary School			5
il vino	Il Vino			5
le ginestre	Le Ginestre			5
vv reünie	VV Reünie			5
grasplatz	Grasplatz			5
casa da agricultura	Casa da Agricultura			5
kitaro	Kitaro			5
easy drive	Easy Drive			5
landesbildungszentrum für hörgeschädigte	Landesbildungszentrum für Hörgeschädigte			5
wsv	WSV			5
zapatero	Zapatero			5
kirin city	Kirin City			5
hurricane grill & wings	Hurricane Grill & Wings			5
jardim público	Jardim Público			5
sun company	Sun Company			5
el jagüel	El Jagüel			5
aziz	Aziz			5
stef	STEF			5
cobach	COBACH			5
mityon pattaya	Mityon Pattaya			5
corvinuskirche	Corvinuskirche			5
pogotowie	Pogotowie			5
deniz grill	Deniz Grill			5
давыдовское	Давыдовское			5
old swimming pool	Old swimming pool			5
春日公園	春日公園			5
v liceum ogólnokształcące	V Liceum Ogólnokształcące			5
attica cemetery	Attica Cemetery			5
contrôle technique dekra	Contrôle technique Dekra			5
dodds cemetery	Dodds Cemetery			5
direction des forêts	Direction des Forêts			5
hotel alcazar	Hotel Alcazar			5
harmony hotel	Harmony Hotel			5
king gyros	King Gyros			5
école maternelle bilingue	École Maternelle Bilingue			5
sylvan school	Sylvan School			5
crowley park	Crowley Park			5
ювелир карат	Ювелир Карат			5
박소아과의원 (baksoagwa clinic)	박소아과의원 (Baksoagwa Clinic)			5
balsam lake mountain wild forest	Balsam Lake Mountain Wild Forest			5
國光客運	國光客運			5
schwanenbrunnen	Schwanenbrunnen			5
pujasera	Pujasera			5
mátyás király általános iskola	Mátyás Király Általános Iskola			5
hand carwash	Hand Carwash			5
tripcentral.ca	Tripcentral.ca			5
lapangan voly	Lapangan Voly			5
milton post office	Milton Post Office			5
the shires	The Shires			5
the lord clyde	The Lord Clyde			5
église saint-crépin	Église Saint-Crépin			5
village post office	Village Post Office			5
st thomas primary school	St Thomas Primary School			5
les 3 marches	Les 3 Marches			5
элиот	Элиот			5
monastère	Monastère			5
cherry creek cemetery	Cherry Creek Cemetery			5
matu	Matu			5
mate	Mate			5
silver jubilee park	Silver Jubilee Park			5
el obrador	El Obrador			5
intersport pötscher	Intersport Pötscher			5
bahnhofs-gaststätte	Bahnhofs-Gaststätte			5
ゴルフ5	ゴルフ5			5
bharat	BHARAT			5
perpustakaan sekolah	Perpustakaan Sekolah			5
fairfield middle school	Fairfield Middle School			5
시흥경찰서 (siheung police station)	시흥경찰서 (Siheung Police Station)			5
steuerberater	Steuerberater			5
lampy	Lampy			5
gattopardo	Gattopardo			5
continental building	Continental Building			5
cedar valley school	Cedar Valley School			5
mckendree united methodist church	McKendree United Methodist Church			5
lambert chapel	Lambert Chapel			5
jose maria velasco	Jose Maria Velasco			5
rasa sayang	Rasa Sayang			5
bar & grill	Bar & Grill			5
famila verbrauchermarkt	Famila Verbrauchermarkt			5
chapman church	Chapman Church			5
오성주유소 (oseong gas station)	오성주유소 (Oseong Gas Station)			5
jb's	JB's			5
копировальный центр	Копировальный центр			5
chiesa di san basilio	Chiesa di San Basilio			5
manuel alvarez	Manuel Alvarez			5
sector 27	Sector 27			5
sector 26	Sector 26			5
sector 21	Sector 21			5
davis building	Davis Building			5
squeeze	Squeeze			5
santa maria magdalena	Santa Maria Magdalena			5
спасо-преображенский кафедральный собор	Спасо-Преображенский кафедральный собор			5
comcast service center	Comcast Service Center			5
de vries	De Vries			5
hertel	Hertel			5
casimiro castillo	Casimiro Castillo			5
т.г.шевченко	Т.Г.Шевченко			5
saint martin of tours roman catholic church	Saint Martin of Tours Roman Catholic Church			5
borne incendie	borne incendie			5
mega kebab	Mega Kebab			5
aubaine	Aubaine			5
сувеніри	Сувеніри			5
powell school	Powell School			5
مسجد امام حسین (ع)	مسجد امام حسین (ع)			5
star park	Star Park			5
市立有馬小学校	市立有馬小学校			5
pompea	Pompea			5
سینما فرهنگ	سینما فرهنگ			5
st boniface church	St Boniface Church			5
nazareth school	Nazareth School			5
戸田書店	戸田書店			5
21号館	21号館			5
al bivio	Al Bivio			5
la scène	La Scène			5
slocum hall	Slocum Hall			5
parque de diversiones	Parque de Diversiones			5
faborit	Faborit			5
rappizza	RAPPIZZA			5
andamur	ANDAMUR			5
bóbita óvoda	Bóbita Óvoda			5
ben harrison mine	Ben Harrison Mine			5
parco 2 giugno	Parco 2 Giugno			5
comedor y pupuseria	Comedor y Pupuseria			5
mornati paglia	Mornati Paglia			5
zur ampel	Zur Ampel			5
molino de viento	Molino de Viento			5
charchol store	charchol store			5
résidence des vignes	Résidence des Vignes			5
autos	Autos			5
sportline	Sportline			5
bethel christian methodist episcopal church	Bethel Christian Methodist Episcopal Church			5
arbaminch univesity kulifo campus	Arbaminch Univesity Kulifo Campus			5
волковское кладбище	Волковское кладбище			5
артек	Артек			5
досуг	Досуг			5
sugar house	Sugar House			5
bella boutique	Bella Boutique			5
motorsport	Motorsport			5
nac	NAC			5
naf	NAF			5
старая	Старая			5
sofinco	Sofinco			5
nature resort	Nature Resort			5
upper cemetery	Upper Cemetery			5
ricarda-huch-schule	Ricarda-Huch-Schule			5
силует	Силует			5
carrefour fleuriot	Carrefour Fleuriot			5
siam orchid	Siam Orchid			5
fairfild srl	Fairfild Srl			5
vestsida hageby	vestsida hageby			5
the sushi bar	The Sushi Bar			5
qala	Qala			5
mamma mia pizzeria	Mamma Mia Pizzeria			5
citec	CITEC			5
печки лавочки	Печки лавочки			5
plymouth brethren	Plymouth Brethren			5
saint vincents church	Saint Vincents Church			5
科学楼	科学楼			5
halstead cemetery	Halstead Cemetery			5
cimm immobilier	Cimm Immobilier			5
anexa	Anexa			5
community chapel church	Community Chapel Church			5
beachsoccer	Beachsoccer			5
stedelijke academie voor schone kunsten	Stedelijke Academie voor Schone Kunsten			5
las salinas	Las Salinas			5
abbey cemetery	Abbey Cemetery			5
st. petri-kirche	St. Petri-Kirche			5
kountry korner	Kountry Korner			5
watermolen	Watermolen			5
arlington mine	Arlington Mine			5
apollo kino	Apollo Kino			5
jahn-halle	Jahn-Halle			5
kalkstein	Kalkstein			5
hotel monika	Hotel Monika			5
nonnenmühle	Nonnenmühle			5
kath. kindertagesstätte st. franziskus	Kath. Kindertagesstätte St. Franziskus			5
liberta	Liberta			5
حديقة الباسل	حديقة الباسل			5
exchange hotel	Exchange Hotel			5
gorges	Gorges			5
style council	Style Council			5
бейбарс	Бейбарс			5
't zand	't Zand			5
freiwillige feuerwehr rohrbach	Freiwillige Feuerwehr Rohrbach			5
le diamant noir	Le Diamant Noir			5
cunningham's funeral directors	Cunningham's Funeral Directors			5
rosarito	Rosarito			5
д.№27	д.№27			5
д.№24	д.№24			5
metal building	Metal Building			5
sebastianskirche	Sebastianskirche			5
sdn no. 35 kuranji	SDN No. 35 Kuranji			5
west marin school	West Marin School			5
mfi	MFI			5
geb. 6	Geb. 6			5
applebee's neighborhood grill and bar	Applebee's Neighborhood Grill and Bar			5
billiard club	Billiard club			5
yeni camii	Yeni Camii			5
the wool shop	The Wool Shop			5
campus house	Campus House			5
pódium	pódium			5
49b	49B			5
townsend fire department	Townsend Fire Department			5
hänggi	Hänggi			5
st. egidien	St. Egidien			5
isala klinieken	Isala Klinieken			5
"тц ""центральный"""	"ТЦ ""Центральный"""			5
super tienda la familia	Super Tienda La Familia			5
sapori del sud	Sapori del Sud			5
volt kőbánya	Volt kőbánya			5
terencio	Terencio			5
inter-hôtel	Inter-Hôtel			5
arthur school	Arthur School			5
saint josephs home	Saint Josephs Home			5
шаровня	Шаровня			5
ministère de la défense	Ministère de la Défense			5
vr-bank aalen	VR-Bank Aalen			5
harcourt house	Harcourt House			5
avellino	Avellino			5
fab'rik	Fab'rik			5
leisure valley	Leisure Valley			5
зверолаш	Зверолаш			5
佐々木病院	佐々木病院			5
feuerwehrtechnisches zentrum	Feuerwehrtechnisches Zentrum			5
la hoya	La Hoya			5
正光寺	正光寺			5
市立日置小学校	市立日置小学校			5
bar la fuente	Bar La Fuente			5
galaxi	Galaxi			5
sainsbury’s	Sainsbury’s			5
girls college	Girls College			5
xi liceum ogólnokształcące	XI Liceum Ogólnokształcące			5
faculty building	Faculty Building			5
愛和病院	愛和病院			5
south fork high school	South Fork High School			5
las olas 1	Las Olas 1			5
техностиль	Техностиль			5
amoco	Amoco			5
embajada de costa rica	Embajada de Costa Rica			5
care hospital	Care Hospital			5
electrica	Electrica			5
pan por kilo	Pan Por Kilo			5
thalès	Thalès			5
klein aber fein	Klein aber fein			5
l'improviste	L'Improviste			5
l'estanc	L'Estanc			5
campo di basket	Campo di basket			5
profmax	Profmax			5
anaf	ANAF			5
l'art du pain	L'Art du Pain			5
wildcat mine	Wildcat Mine			5
schlossbar	Schlossbar			5
jade restaurant	Jade Restaurant			5
elcom	Elcom			5
buck creek cemetery	Buck Creek Cemetery			5
wigmore park	Wigmore Park			5
boulangerie wilson	Boulangerie Wilson			5
night food market	Night Food Market			5
le bikini	Le Bikini			5
the rose inn	The Rose Inn			5
marble house	Marble House			5
o2 partner shop	O2 Partner Shop			5
топливный склад	Топливный склад			5
пачастунак	Пачастунак			5
ca'luisa	Ca'Luisa			5
prasanna	Prasanna			5
linwood baptist church	Linwood Baptist Church			5
巽櫓	巽櫓			5
peñarol	Peñarol			5
macro banelco	Macro Banelco			5
orchestra prémaman	Orchestra Prémaman			5
auto house	Auto House			5
sermark	Sermark			5
résidence de la plage	Résidence de la Plage			5
spectrum business parc köln	Spectrum Business Parc Köln			5
praça coração de jesus	Praça Coração de Jesus			5
jukola	Jukola			5
детский сад №??	Детский сад №??			5
the journey	The Journey			5
cross plains church	Cross Plains Church			5
norman park	Norman Park			5
mary immaculate school	Mary Immaculate School			5
rv dump station	RV Dump Station			5
стариково	Стариково			5
holland hall	Holland Hall			5
roosevelt playground	Roosevelt Playground			5
pizzeria bella vita	Pizzeria Bella Vita			5
evergreen missionary baptist church	Evergreen Missionary Baptist Church			5
エンゼル	エンゼル			5
texaco gas station	Texaco Gas Station			5
wenta	Wenta			5
natural bridge	Natural Bridge			5
avaya	Avaya			5
world of wonder	World of Wonder			5
the cup	The Cup			5
компьютерный магазин	Компьютерный магазин			5
mühlbach	Mühlbach			5
el mojito	El Mojito			5
london cleaners	London Cleaners			5
búðir	Búðir			5
espiga de oro	Espiga de Oro			5
이튼치과 (iteun dental clinic)	이튼치과 (Iteun Dental Clinic)			5
lämpökeskus	Lämpökeskus			5
haarkonzept	Haarkonzept			5
cogon elementary school	Cogon Elementary School			5
queen elizabeth court	Queen Elizabeth Court			5
шшга	ШШГА			5
greatwood golf club	Greatwood Golf Club			5
eden cafe	Eden Cafe			5
sailrock	Sailrock			5
#10 fairway	#10 fairway			5
docomo shop	docomo shop			5
starthaus	Starthaus			5
la costanera	La Costanera			5
malterie soufflet	Malterie Soufflet			5
usa 88	USA 88			5
de groot	De Groot			5
fazenda primavera - celinho	Fazenda Primavera - Celinho			5
lakeside united methodist church	Lakeside United Methodist Church			5
mevlana market	Mevlana Market			5
